accession_number,filed_as_of_date,date_of_event,conformed_submission_type,issuer_cik,issuer_name,issuer_cusip,reporting_person_cik,reporting_person_name,score_total,grade,score_base,score_direction_adj,score_form_type,score_percent_of_class,score_rpt_type,score_source_funds,score_activist,score_amend_no,score_purpose,score_item6,ticker,ticker_match_method,ticker_match_score,indicator_calc_date,price_at_filing,rsi_14,macd,macd_signal,macd_histogram,sma_20,sma_50,sma_200,price_vs_sma20_pct,price_vs_sma50_pct,price_vs_sma200_pct,bb_upper,bb_middle,bb_lower,bb_position_pct,atr_14,volume,avg_volume_20,volume_ratio
0000807249-25-000009,20250116,01/15/2025,SCHEDULE 13D/A,40211,GATX CORP,361448103,1238894,"GGCP, INC.",25,D,25,0,12,0,2,6,0,1,4,0,GATX,CIK,100,2025-01-17,152.41,75.1,-0.88,-0.88,0.0,151.78,154.04,,0.41,-1.06,,156.09,151.78,147.48,57.24,3.35,121600,161375,0.75
0000807249-25-000009,20250116,01/15/2025,SCHEDULE 13D/A,40211,GATX CORP,361448103,1460612,GAMCO Asset Management Inc.,25,D,25,0,12,0,2,6,0,1,4,0,GATX,CIK,100,2025-01-17,152.41,75.1,-0.88,-0.88,0.0,151.78,154.04,,0.41,-1.06,,156.09,151.78,147.48,57.24,3.35,121600,161375,0.75
0000807249-25-000009,20250116,01/15/2025,SCHEDULE 13D/A,40211,GATX CORP,361448103,1642122,"Associated Capital Group, Inc.",25,D,25,0,12,0,2,6,0,1,4,0,GATX,CIK,100,2025-01-17,152.41,75.1,-0.88,-0.88,0.0,151.78,154.04,,0.41,-1.06,,156.09,151.78,147.48,57.24,3.35,121600,161375,0.75
0000807249-25-000009,20250116,01/15/2025,SCHEDULE 13D/A,40211,GATX CORP,361448103,807249,"GAMCO INVESTORS, INC. ET AL",25,D,25,0,12,0,2,6,0,1,4,0,GATX,CIK,100,2025-01-17,152.41,75.1,-0.88,-0.88,0.0,151.78,154.04,,0.41,-1.06,,156.09,151.78,147.48,57.24,3.35,121600,161375,0.75
0000807249-25-000009,20250116,01/15/2025,SCHEDULE 13D/A,40211,GATX CORP,361448103,807249,"MJG ASSOCIATES, INC.",31,D,31,0,12,0,8,6,0,1,4,0,GATX,CIK,100,2025-01-17,152.41,75.1,-0.88,-0.88,0.0,151.78,154.04,,0.41,-1.06,,156.09,151.78,147.48,57.24,3.35,121600,161375,0.75
0002012383-25-000337,20250131,12/31/2024,SCHEDULE 13G/A,40545,GENERAL ELECTRIC CO,369604301,2012383,"BlackRock, Inc.",24,D,24,0,2,9,8,0,0,1,4,0,GE,CIK,100,2025-01-31,202.42,45.97,7.81,5.55,2.26,183.54,176.62,,10.28,14.61,,207.61,183.54,159.47,89.21,5.78,5507800,6393405,0.86
0000932471-25-000180,20250130,12/31/2024,SCHEDULE 13G/A,41719,Magnera Corp,55939A107,102909,The Vanguard Group,29,D,29,0,2,9,12,0,0,2,4,0,MAGN,CIK,100,2025-01-31,18.66,31.43,-0.09,-0.24,0.15,18.2,18.7,,2.53,-0.21,,19.11,18.2,17.29,75.27,0.81,413100,399730,1.03
0001446114-25-000003,20250107,12/31/2024,SCHEDULE 13G,41719,Magnera Corporation,55939A107,1446114,"Ancora Advisors, LLC",32,D,32,0,6,6,12,0,0,4,4,0,MAGN,CIK,100,2025-01-08,18.69,46.15,-0.28,-0.39,0.11,18.57,19.48,,0.65,-4.06,,19.62,18.57,17.53,55.5,0.79,742700,461040,1.61
0001415889-25-001827,20250121,01/17/2025,SCHEDULE 13D/A,45876,ENVIRI Corp,415864107,1230440,Neuberger Berman Investment Advisers LLC,67,B,67,0,12,6,12,1,18,2,16,0,NVRI,CIK,100,2025-01-22,9.29,83.7,0.36,0.24,0.11,8.27,7.71,,12.33,20.49,,9.36,8.27,7.17,96.8,0.33,804600,1289785,0.62
0001415889-25-001827,20250121,01/17/2025,SCHEDULE 13D/A,45876,ENVIRI Corp,415864107,1465109,Benjamin Nahum,59,C,59,0,12,0,10,1,18,2,16,0,NVRI,CIK,100,2025-01-22,9.29,83.7,0.36,0.24,0.11,8.27,7.71,,12.33,20.49,,9.36,8.27,7.17,96.8,0.33,804600,1289785,0.62
0001415889-25-001827,20250121,01/17/2025,SCHEDULE 13D/A,45876,ENVIRI Corp,415864107,1465109,Michael Greene,59,C,59,0,12,0,10,1,18,2,16,0,NVRI,CIK,100,2025-01-22,9.29,83.7,0.36,0.24,0.11,8.27,7.71,,12.33,20.49,,9.36,8.27,7.17,96.8,0.33,804600,1289785,0.62
0001415889-25-001827,20250121,01/17/2025,SCHEDULE 13D/A,45876,ENVIRI Corp,415864107,1465109,NB Acquisitionco ULC,57,C,57,0,12,0,8,1,18,2,16,0,NVRI,CIK,100,2025-01-22,9.29,83.7,0.36,0.24,0.11,8.27,7.71,,12.33,20.49,,9.36,8.27,7.17,96.8,0.33,804600,1289785,0.62
0001415889-25-001827,20250121,01/17/2025,SCHEDULE 13D/A,45876,ENVIRI Corp,415864107,1465109,Neuberger Berman Canada Holdings LLC,57,C,57,0,12,0,8,1,18,2,16,0,NVRI,CIK,100,2025-01-22,9.29,83.7,0.36,0.24,0.11,8.27,7.71,,12.33,20.49,,9.36,8.27,7.17,96.8,0.33,804600,1289785,0.62
0001415889-25-001827,20250121,01/17/2025,SCHEDULE 13D/A,45876,ENVIRI Corp,415864107,1465109,Neuberger Berman Group LLC,63,B,63,0,12,6,8,1,18,2,16,0,NVRI,CIK,100,2025-01-22,9.29,83.7,0.36,0.24,0.11,8.27,7.71,,12.33,20.49,,9.36,8.27,7.17,96.8,0.33,804600,1289785,0.62
0001415889-25-001827,20250121,01/17/2025,SCHEDULE 13D/A,45876,ENVIRI Corp,415864107,1465109,Neuberger Berman Investment Advisers Holdings LLC,63,B,63,0,12,6,8,1,18,2,16,0,NVRI,CIK,100,2025-01-22,9.29,83.7,0.36,0.24,0.11,8.27,7.71,,12.33,20.49,,9.36,8.27,7.17,96.8,0.33,804600,1289785,0.62
0001415889-25-001827,20250121,01/17/2025,SCHEDULE 13D/A,45876,ENVIRI Corp,415864107,1465109,Rand Gesing,59,C,59,0,12,0,10,1,18,2,16,0,NVRI,CIK,100,2025-01-22,9.29,83.7,0.36,0.24,0.11,8.27,7.71,,12.33,20.49,,9.36,8.27,7.17,96.8,0.33,804600,1289785,0.62
0001415889-25-001827,20250121,01/17/2025,SCHEDULE 13D/A,45876,ENVIRI Corp,415864107,1531987,Neuberger Berman Canada ULC,61,B,61,0,12,0,12,1,18,2,16,0,NVRI,CIK,100,2025-01-22,9.29,83.7,0.36,0.24,0.11,8.27,7.71,,12.33,20.49,,9.36,8.27,7.17,96.8,0.33,804600,1289785,0.62
0000932471-25-000297,20250131,12/31/2024,SCHEDULE 13G/A,45876,Enviri Corp,415864107,102909,The Vanguard Group,25,D,25,0,2,6,12,0,0,1,4,0,NVRI,CIK,100,2025-01-31,9.58,54.86,0.43,0.38,0.05,8.89,8.03,,7.76,19.3,,9.84,8.89,7.93,86.39,0.38,451500,935130,0.48
0000932471-25-000024,20250108,12/31/2024,SCHEDULE 13G/A,49071,Humana Inc,444859102,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,HUM,CIK,100,2025-01-08,264.43,74.24,-3.1,-5.63,2.54,254.5,267.86,,3.9,-1.28,,280.67,254.5,228.34,68.97,8.36,892300,1812150,0.49
0000932471-25-000125,20250130,12/31/2024,SCHEDULE 13G/A,49754,Dine Brands Global Inc,254423106,102909,The Vanguard Group,25,D,25,0,2,6,12,0,0,1,4,0,DIN,CIK,100,2025-01-31,28.42,43.39,0.18,-0.18,0.37,27.21,28.73,,4.44,-1.08,,30.69,27.21,23.73,67.37,1.14,679900,622610,1.09
0000932471-25-000195,20250130,12/31/2024,SCHEDULE 13G/A,55135,Kelly Services Inc,488152208,102909,The Vanguard Group,28,D,28,0,2,9,12,0,0,1,4,0,KELYA,CIK,100,2025-01-31,13.72,56.07,0.02,-0.02,0.05,13.75,13.66,,-0.19,0.46,,14.33,13.75,13.18,47.24,0.37,250100,330030,0.76
0002012383-25-000066,20250108,12/31/2024,SCHEDULE 13G,55135,KELLY SERVICES INC,488152208,2012383,"BlackRock, Inc.",31,D,31,0,6,9,8,0,0,4,4,0,KELYA,CIK,100,2025-01-08,13.47,43.23,-0.3,-0.51,0.2,13.28,14.86,,1.43,-9.35,,14.19,13.28,12.37,60.43,0.51,342300,1209860,0.28
0000354204-25-000510,20250123,12/31/2024,SCHEDULE 13G/A,55242,Kennametal Inc,489170100,354204,Dimensional Fund Advisors LP,26,D,26,0,2,6,12,0,0,2,4,0,KMT,CIK,100,2025-01-24,23.09,71.17,-0.48,-0.6,0.12,23.26,25.35,,-0.73,-8.92,,23.8,23.26,22.72,34.18,0.58,635400,750040,0.85
0000932471-25-000032,20250108,12/31/2024,SCHEDULE 13G/A,55785,Kimberly-Clark Corp,494368103,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,KMB,CIK,100,2025-01-08,121.78,57.35,-1.65,-1.25,-0.4,125.48,127.6,,-2.95,-4.56,,128.98,125.48,121.98,-2.8,1.76,1820200,2134475,0.85
0000807249-25-000013,20250122,01/21/2025,SCHEDULE 13D/A,58361,"LEE ENTERPRISES, Inc",523768406,1081407,GABELLI FUNDS LLC,25,D,25,0,12,0,2,6,0,1,4,0,LEE,CIK,100,2025-01-23,13.06,33.8,-0.77,-0.7,-0.08,13.8,15.27,,-5.36,-14.47,,15.6,13.8,12.0,29.44,0.85,15000,38005,0.39
0000807249-25-000013,20250122,01/21/2025,SCHEDULE 13D/A,58361,"LEE ENTERPRISES, Inc",523768406,1185533,GABELLI MARIO J,33,D,33,0,12,0,10,6,0,1,4,0,LEE,CIK,100,2025-01-23,13.06,33.8,-0.77,-0.7,-0.08,13.8,15.27,,-5.36,-14.47,,15.6,13.8,12.0,29.44,0.85,15000,38005,0.39
0000807249-25-000013,20250122,01/21/2025,SCHEDULE 13D/A,58361,"LEE ENTERPRISES, Inc",523768406,1238894,"GGCP, INC.",25,D,25,0,12,0,2,6,0,1,4,0,LEE,CIK,100,2025-01-23,13.06,33.8,-0.77,-0.7,-0.08,13.8,15.27,,-5.36,-14.47,,15.6,13.8,12.0,29.44,0.85,15000,38005,0.39
0000807249-25-000013,20250122,01/21/2025,SCHEDULE 13D/A,58361,"LEE ENTERPRISES, Inc",523768406,1444874,"Teton Advisors, Inc.",25,D,25,0,12,0,2,6,0,1,4,0,LEE,CIK,100,2025-01-23,13.06,33.8,-0.77,-0.7,-0.08,13.8,15.27,,-5.36,-14.47,,15.6,13.8,12.0,29.44,0.85,15000,38005,0.39
0000807249-25-000013,20250122,01/21/2025,SCHEDULE 13D/A,58361,"LEE ENTERPRISES, Inc",523768406,1460612,GAMCO Asset Management Inc.,31,D,31,0,12,6,2,6,0,1,4,0,LEE,CIK,100,2025-01-23,13.06,33.8,-0.77,-0.7,-0.08,13.8,15.27,,-5.36,-14.47,,15.6,13.8,12.0,29.44,0.85,15000,38005,0.39
0000807249-25-000013,20250122,01/21/2025,SCHEDULE 13D/A,58361,"LEE ENTERPRISES, Inc",523768406,1642122,"Associated Capital Group, Inc.",25,D,25,0,12,0,2,6,0,1,4,0,LEE,CIK,100,2025-01-23,13.06,33.8,-0.77,-0.7,-0.08,13.8,15.27,,-5.36,-14.47,,15.6,13.8,12.0,29.44,0.85,15000,38005,0.39
0000807249-25-000013,20250122,01/21/2025,SCHEDULE 13D/A,58361,"LEE ENTERPRISES, Inc",523768406,807249,"GABELLI FOUNDATION, INC.",25,D,25,0,12,0,2,6,0,1,4,0,LEE,CIK,100,2025-01-23,13.06,33.8,-0.77,-0.7,-0.08,13.8,15.27,,-5.36,-14.47,,15.6,13.8,12.0,29.44,0.85,15000,38005,0.39
0000807249-25-000013,20250122,01/21/2025,SCHEDULE 13D/A,58361,"LEE ENTERPRISES, Inc",523768406,807249,"GAMCO INVESTORS, INC. ET AL",25,D,25,0,12,0,2,6,0,1,4,0,LEE,CIK,100,2025-01-23,13.06,33.8,-0.77,-0.7,-0.08,13.8,15.27,,-5.36,-14.47,,15.6,13.8,12.0,29.44,0.85,15000,38005,0.39
0001415889-25-002113,20250127,12/31/2024,SCHEDULE 13G/A,59478,ELI LILLY AND CO,532457108,316011,LILLY ENDOWMENT INC,27,D,27,0,2,12,8,0,0,1,4,0,LLY,CIK,100,2025-01-28,799.03,28.5,-0.78,-6.53,5.75,766.71,772.75,,4.22,3.4,,809.97,766.71,723.44,87.36,25.33,2808800,3810290,0.74
0001172661-25-000022,20250106,12/31/2024,SCHEDULE 13G/A,63330,"Maui Land & Pineapple Company, Inc.",577345101,1317208,"TSP Capital Management Group, LLC",25,D,25,0,2,6,12,0,0,1,4,0,MLP,CIK,100,2025-01-07,19.93,77.59,-0.61,-0.4,-0.21,21.88,22.7,,-8.91,-12.2,,23.5,21.88,20.27,-10.53,0.94,33800,23545,1.44
0000950170-25-010303,20250129,01/27/2025,SCHEDULE 13D/A,63754,"McCORMICK & COMPANY, INCORPORATED",579780206,1352090,Lawrence E. Kurzius,39,D,39,0,12,12,10,0,0,1,4,0,MKC,CIK,100,2025-01-30,75.8,87.42,0.02,-0.6,0.62,72.59,74.5,,4.42,1.74,,76.31,72.59,68.86,93.13,1.75,1278900,2145145,0.6
0001085146-25-000109,20250110,12/31/2024,SCHEDULE 13G/A,65312,"EVI INDUSTRIES, INC.",26929N102,1163744,Conestoga Capital Advisors,25,D,25,0,2,6,12,0,0,1,4,0,EVI,CIK,100,2025-01-10,16.64,59.46,-0.52,-0.52,-0.0,17.26,18.44,,-3.6,-9.77,,18.58,17.26,15.93,26.72,0.69,24500,15040,1.63
0000906304-25-000051,20250130,12/31/2024,SCHEDULE 13G/A,65312,"EVI Industries, Inc.",26929N102,906304,ROYCE & ASSOCIATES LP,19,D,19,0,2,0,12,0,0,1,4,0,EVI,CIK,100,2025-01-31,17.17,34.52,-0.04,-0.14,0.11,17.07,17.75,,0.6,-3.25,,17.94,17.07,16.21,55.66,0.86,9200,18020,0.51
0001445546-25-000776,20250131,12/31/2024,SCHEDULE 13G/A,66004,Middlesex Water Company,596680108,1184765,First Trust Advisors L.P.,20,D,20,0,2,0,12,0,0,2,4,0,MSEX,CIK,100,2025-01-31,49.33,55.47,-1.35,-1.86,0.51,49.14,54.89,,0.38,-10.13,,51.1,49.14,47.18,54.8,1.51,93900,122745,0.77
0001445546-25-000776,20250131,12/31/2024,SCHEDULE 13G/A,66004,Middlesex Water Company,596680108,1184765,First Trust Portfolios L.P.,10,D,10,0,2,0,2,0,0,2,4,0,MSEX,CIK,100,2025-01-31,49.33,55.47,-1.35,-1.86,0.51,49.14,54.89,,0.38,-10.13,,51.1,49.14,47.18,54.8,1.51,93900,122745,0.77
0001445546-25-000776,20250131,12/31/2024,SCHEDULE 13G/A,66004,Middlesex Water Company,596680108,1184765,The Charger Corporation,16,D,16,0,2,0,8,0,0,2,4,0,MSEX,CIK,100,2025-01-31,49.33,55.47,-1.35,-1.86,0.51,49.14,54.89,,0.38,-10.13,,51.1,49.14,47.18,54.8,1.51,93900,122745,0.77
0001493152-25-001205,20250107,12/31/2024,SCHEDULE 13G,66570,MSA Safety Inc.,553498106,1323255,"APG Asset Management, N.V.",22,D,22,0,6,0,8,0,0,4,4,0,MSA,CIK,100,2025-01-08,158.76,58.02,-2.86,-2.08,-0.78,165.99,168.23,,-4.35,-5.63,,176.39,165.99,155.6,15.22,3.43,157700,202395,0.78
0001493152-25-001205,20250107,12/31/2024,SCHEDULE 13G,66570,MSA Safety Inc.,553498106,1323255,APG Asset Management US Inc.,16,D,16,0,6,0,2,0,0,4,4,0,MSA,CIK,100,2025-01-08,158.76,58.02,-2.86,-2.08,-0.78,165.99,168.23,,-4.35,-5.63,,176.39,165.99,155.6,15.22,3.43,157700,202395,0.78
0001493152-25-001205,20250107,12/31/2024,SCHEDULE 13G,66570,MSA Safety Inc.,553498106,1323255,"APG Groep, N.V.",22,D,22,0,6,0,8,0,0,4,4,0,MSA,CIK,100,2025-01-08,158.76,58.02,-2.86,-2.08,-0.78,165.99,168.23,,-4.35,-5.63,,176.39,165.99,155.6,15.22,3.43,157700,202395,0.78
0001493152-25-001205,20250107,12/31/2024,SCHEDULE 13G,66570,MSA Safety Inc.,553498106,1323255,Stichting Pensioenfonds ABP,16,D,16,0,6,0,2,0,0,4,4,0,MSA,CIK,100,2025-01-08,158.76,58.02,-2.86,-2.08,-0.78,165.99,168.23,,-4.35,-5.63,,176.39,165.99,155.6,15.22,3.43,157700,202395,0.78
0000932471-25-000162,20250130,12/31/2024,SCHEDULE 13G/A,67716,MDU Resources Group Inc,552690109,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,MDU,CIK,100,2025-01-31,17.27,54.68,-0.12,-0.09,-0.03,17.46,17.97,,-1.08,-3.89,,17.97,17.46,16.94,32.17,0.43,1407600,2166450,0.65
0000932471-25-000172,20250130,12/31/2024,SCHEDULE 13G/A,69488,Myers Industries Inc,628464109,102909,The Vanguard Group,25,D,25,0,2,6,12,0,0,1,4,0,MYE,CIK,100,2025-01-31,11.62,53.62,0.2,0.11,0.08,11.15,11.17,,4.18,4.0,,12.28,11.15,10.03,70.52,0.35,178700,238350,0.75
0000932471-25-000187,20250130,12/31/2024,SCHEDULE 13G/A,69633,Napco Security Technologies Inc,630402105,102909,The Vanguard Group,29,D,29,0,2,9,12,0,0,2,4,0,NSSC,CIK,100,2025-01-31,36.1,36.69,0.0,-0.3,0.3,34.79,36.17,,3.77,-0.19,,36.8,34.79,32.78,82.58,1.2,1284200,401855,3.2
0001104659-25-000325,20250102,12/30/2024,SCHEDULE 13G,72331,NORDSON CORPORATION,655663102,1452126,Jennifer A. Savage,30,D,30,0,6,6,10,0,0,4,4,0,NDSN,CIK,100,2025-01-03,204.56,28.61,-11.47,-10.86,-0.61,219.95,238.43,,-7.0,-14.2,,255.57,219.95,184.34,28.39,5.59,263200,467915,0.56
0000932471-25-000238,20250131,12/31/2024,SCHEDULE 13G/A,72333,Nordstrom Inc,655664100,102909,The Vanguard Group,25,D,25,0,2,6,12,0,0,1,4,0,"""JWN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000354204-25-000512,20250123,12/31/2024,SCHEDULE 13G/A,72573,Movado Group Inc,624580106,354204,Dimensional Fund Advisors LP,25,D,25,0,2,6,12,0,0,1,4,0,MOV,CIK,100,2025-01-24,17.94,57.29,-0.12,-0.14,0.02,17.92,18.1,,0.09,-0.91,,18.61,17.92,17.23,51.13,0.51,84000,112240,0.75
0000354204-25-000515,20250123,12/31/2024,SCHEDULE 13G,75288,Oxford Industries Inc,691497309,354204,Dimensional Fund Advisors LP,32,D,32,0,6,6,12,0,0,4,4,0,OXM,CIK,100,2025-01-24,76.92,61.25,1.03,1.23,-0.2,77.01,75.51,,-0.12,1.87,,83.63,77.01,70.39,49.31,2.82,245200,300490,0.82
0000315066-25-000028,20250108,12/31/2024,SCHEDULE 13G/A,76605,PATRICK INDUSTRIES INC,703343103,315066,Abigail P. Johnson,26,D,26,0,2,9,10,0,0,1,4,0,PATK,CIK,100,2025-01-08,82.09,67.44,-1.46,-1.41,-0.05,83.79,85.08,,-2.03,-3.51,,89.61,83.79,77.96,35.47,2.38,238500,440575,0.54
0000315066-25-000028,20250108,12/31/2024,SCHEDULE 13G/A,76605,PATRICK INDUSTRIES INC,703343103,315066,FMR LLC,24,D,24,0,2,9,8,0,0,1,4,0,PATK,CIK,100,2025-01-08,82.09,67.44,-1.46,-1.41,-0.05,83.79,85.08,,-2.03,-3.51,,89.61,83.79,77.96,35.47,2.38,238500,440575,0.54
0001027796-25-000004,20250123,12/31/2024,SCHEDULE 13G,78239,PVH CORP. /DE/,693656100,1027796,PZENA INVESTMENT MANAGEMENT LLC,35,D,35,0,6,9,12,0,0,4,4,0,PVH,CIK,100,2025-01-24,90.13,36.99,-3.35,-2.37,-0.98,100.92,103.89,,-10.69,-13.25,,112.32,100.92,89.52,2.67,3.99,2077800,917510,2.26
0001019056-25-000042,20250124,01/22/2025,SCHEDULE 13D/A,78749,AGILYSYS INC,00847J105,1385702,MAK CAPITAL ONE L.L.C.,32,D,32,0,12,0,2,1,0,1,16,0,AGYS,CIK,100,2025-01-24,92.24,59.3,-7.22,-2.67,-4.56,126.2,129.34,,-26.91,-28.68,,152.69,126.2,99.71,-14.1,7.55,534500,328155,1.63
0001019056-25-000042,20250124,01/22/2025,SCHEDULE 13D/A,78749,AGILYSYS INC,00847J105,1426156,MAK CAPITAL FUND LP,36,D,36,0,12,0,6,1,0,1,16,0,AGYS,CIK,100,2025-01-24,92.24,59.3,-7.22,-2.67,-4.56,126.2,129.34,,-26.91,-28.68,,152.69,126.2,99.71,-14.1,7.55,534500,328155,1.63
0001019056-25-000042,20250124,01/22/2025,SCHEDULE 13D/A,78749,AGILYSYS INC,00847J105,1426157,MICHAEL A. KAUFMAN,40,C,40,0,12,0,10,1,0,1,16,0,AGYS,CIK,100,2025-01-24,92.24,59.3,-7.22,-2.67,-4.56,126.2,129.34,,-26.91,-28.68,,152.69,126.2,99.71,-14.1,7.55,534500,328155,1.63
0001019056-25-000042,20250124,01/22/2025,SCHEDULE 13D/A,78749,AGILYSYS INC,00847J105,2041357,KAUFMAN 2012 DESCENDANTS TRUST,32,D,32,0,12,0,2,1,0,1,16,0,AGYS,CIK,100,2025-01-24,92.24,59.3,-7.22,-2.67,-4.56,126.2,129.34,,-26.91,-28.68,,152.69,126.2,99.71,-14.1,7.55,534500,328155,1.63
0000932471-25-000240,20250131,12/31/2024,SCHEDULE 13G/A,78814,Pitney Bowes Inc,724479100,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,PBI,CIK,100,2025-01-31,8.65,12.94,0.38,0.21,0.17,7.56,7.5,,14.39,15.31,,9.04,7.56,6.08,86.76,0.36,1603300,2086170,0.77
0000932471-25-000197,20250130,12/31/2024,SCHEDULE 13G,80172,National Presto Industries Inc,637215104,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,NPK,CIK,100,2025-01-31,95.2,49.57,1.4,2.0,-0.61,96.01,90.43,,-0.84,5.28,,98.15,96.01,93.86,31.27,1.63,21500,35075,0.61
0001104659-25-000314,20250102,12/30/2024,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,34,D,34,0,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-03,133.96,35.73,-5.63,-5.23,-0.4,142.99,152.64,,-6.31,-12.24,,157.08,142.99,128.9,17.96,4.28,85000,150155,0.57
0001104659-25-001663,20250107,01/03/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-08,128.71,67.66,-5.99,-5.51,-0.47,139.73,151.4,,-7.89,-14.99,,153.39,139.73,126.08,9.61,4.32,361100,164830,2.19
0001104659-25-002581,20250110,01/08/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-10,122.67,80.26,-6.57,-5.73,-0.85,138.29,150.83,,-11.29,-18.67,,152.72,138.29,123.85,-4.07,4.29,324600,176975,1.83
0001104659-25-003762,20250115,01/13/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-16,130.31,63.2,-5.69,-5.94,0.25,134.25,149.03,,-2.93,-12.56,,144.65,134.25,123.84,31.11,3.87,111000,181975,0.61
0001104659-25-004893,20250121,01/16/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-22,135.44,63.87,-3.77,-5.13,1.36,133.32,147.32,,1.59,-8.07,,141.64,133.32,125.01,62.7,3.74,145500,187845,0.77
0001104659-25-005989,20250124,01/22/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-24,136.18,64.5,-2.69,-4.32,1.63,133.49,146.14,,2.02,-6.81,,142.05,133.49,124.94,65.72,3.55,141300,170815,0.83
0001104659-25-007215,20250129,01/27/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-30,138.68,43.42,-0.87,-2.5,1.63,133.87,143.88,,3.6,-3.61,,143.34,133.87,124.4,75.42,3.63,77600,165060,0.47
0001104659-25-000314,20250102,12/30/2024,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,34,D,34,0,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-03,133.96,35.73,-5.63,-5.23,-0.4,142.99,152.64,,-6.31,-12.24,,157.08,142.99,128.9,17.96,4.28,85000,150155,0.57
0001104659-25-001663,20250107,01/03/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-08,128.71,67.66,-5.99,-5.51,-0.47,139.73,151.4,,-7.89,-14.99,,153.39,139.73,126.08,9.61,4.32,361100,164830,2.19
0001104659-25-002581,20250110,01/08/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,34,D,34,0,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-10,122.67,80.26,-6.57,-5.73,-0.85,138.29,150.83,,-11.29,-18.67,,152.72,138.29,123.85,-4.07,4.29,324600,176975,1.83
0001104659-25-003762,20250115,01/13/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-16,130.31,63.2,-5.69,-5.94,0.25,134.25,149.03,,-2.93,-12.56,,144.65,134.25,123.84,31.11,3.87,111000,181975,0.61
0001104659-25-004893,20250121,01/16/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-22,135.44,63.87,-3.77,-5.13,1.36,133.32,147.32,,1.59,-8.07,,141.64,133.32,125.01,62.7,3.74,145500,187845,0.77
0001104659-25-005989,20250124,01/22/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-24,136.18,64.5,-2.69,-4.32,1.63,133.49,146.14,,2.02,-6.81,,142.05,133.49,124.94,65.72,3.55,141300,170815,0.83
0001104659-25-007215,20250129,01/27/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100,2025-01-30,138.68,43.42,-0.87,-2.5,1.63,133.87,143.88,,3.6,-3.61,,143.34,133.87,124.4,75.42,3.63,77600,165060,0.47
