accession_number,filed_as_of_date,date_of_event,conformed_submission_type,issuer_cik,issuer_name,issuer_cusip,reporting_person_cik,reporting_person_name,score_total,grade,score_base,score_direction_adj,score_form_type,score_percent_of_class,score_rpt_type,score_source_funds,score_activist,score_amend_no,score_purpose,score_item6,ticker,ticker_match_method,ticker_match_score
0000932471-25-000240,20250131,12/31/2024,SCHEDULE 13G/A,78814,Pitney Bowes Inc,724479100,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,PBI,CIK,100
0000932471-25-000197,20250130,12/31/2024,SCHEDULE 13G,80172,National Presto Industries Inc,637215104,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,NPK,CIK,100
0001104659-25-000314,20250102,12/30/2024,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,34,D,34,0,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-001663,20250107,01/03/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-002581,20250110,01/08/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-003762,20250115,01/13/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-004893,20250121,01/16/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-005989,20250124,01/22/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-007215,20250129,01/27/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1783455,Gulf Hungary Holding Korlatolt Felelossegu Tarsasag,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-000314,20250102,12/30/2024,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,34,D,34,0,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-001663,20250107,01/03/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-002581,20250110,01/08/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,34,D,34,0,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-003762,20250115,01/13/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-004893,20250121,01/16/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-005989,20250124,01/22/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100
0001104659-25-007215,20250129,01/27/2025,SCHEDULE 13D/A,81362,Quaker Chemical Corporation,747316107,1808660,QH Hungary Holdings Limited,28,D,34,-6,12,14,2,1,0,1,4,0,KWR,CIK,100
0000906304-25-000040,20250128,12/31/2024,SCHEDULE 13G,88948,Seneca Foods Corporation,817070501,906304,ROYCE & ASSOCIATES LP,32,D,32,0,6,6,12,0,0,4,4,0,SENEA,CIK,100
0001956975-25-000002,20250113,01/09/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,"Beaver Hollow Wellness, LLC",70,B,70,0,12,14,2,1,18,1,16,6,"""SVT""",CIK,100
0001956975-25-000003,20250116,01/14/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,"Beaver Hollow Wellness, LLC",40,C,40,0,12,14,2,1,0,1,4,6,"""SVT""",CIK,100
0001956975-25-000002,20250113,01/09/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,Charles C. Alfiero,64,B,64,0,12,0,10,1,18,1,16,6,"""SVT""",CIK,100
0001956975-25-000003,20250116,01/14/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,Charles C. Alfiero,34,D,34,0,12,0,10,1,0,1,4,6,"""SVT""",CIK,100
0001956975-25-000002,20250113,01/09/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,Christine R. Marlow,64,B,64,0,12,0,10,1,18,1,16,6,"""SVT""",CIK,100
0001956975-25-000003,20250116,01/14/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,Christine R. Marlow,34,D,34,0,12,0,10,1,0,1,4,6,"""SVT""",CIK,100
0001956975-25-000002,20250113,01/09/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,Kathleen Ann Scheffer,64,B,64,0,12,0,10,1,18,1,16,6,"""SVT""",CIK,100
0001956975-25-000003,20250116,01/14/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,Kathleen Ann Scheffer,34,D,34,0,12,0,10,1,0,1,4,6,"""SVT""",CIK,100
0001956975-25-000002,20250113,01/09/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,Michael W. Dolpp,64,B,64,0,12,0,10,1,18,1,16,6,"""SVT""",CIK,100
0001956975-25-000003,20250116,01/14/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,Michael W. Dolpp,34,D,34,0,12,0,10,1,0,1,4,6,"""SVT""",CIK,100
0001956975-25-000002,20250113,01/09/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,"Para Bellum Consulting, Inc.",76,B,76,0,12,14,8,1,18,1,16,6,"""SVT""",CIK,100
0001956975-25-000003,20250116,01/14/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1956975,"Para Bellum Consulting, Inc.",26,D,32,-6,12,0,8,1,0,1,4,6,"""SVT""",CIK,100
0001956975-25-000002,20250113,01/09/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1958999,Snyder Paul L. III,78,B,78,0,12,14,10,1,18,1,16,6,"""SVT""",CIK,100
0001956975-25-000003,20250116,01/14/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1958999,Snyder Paul L. III,48,C,48,0,12,14,10,1,0,1,4,6,"""SVT""",CIK,100
0001956975-25-000002,20250113,01/09/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1959069,"Founders Software, Inc.",76,B,76,0,12,14,8,1,18,1,16,6,"""SVT""",CIK,100
0001956975-25-000003,20250116,01/14/2025,SCHEDULE 13D/A,89140,SERVOTRONICS INC /DE/,817732100,1959069,"Founders Software, Inc.",46,C,46,0,12,14,8,1,0,1,4,6,"""SVT""",CIK,100
0001104659-25-005888,20250124,12/31/2024,SCHEDULE 13G/A,90168,"Sifco Industries, Inc.",826546103,1444866,Peter J Abrahamson,27,D,27,0,2,9,10,0,0,2,4,0,SIF,CIK,100
0000932471-25-000058,20250108,12/31/2024,SCHEDULE 13G/A,90896,Champion Homes Inc,830830105,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,SKY,CIK,100
0002012383-25-000048,20250108,12/31/2024,SCHEDULE 13G,90896,"Champion Homes, Inc.",830830105,2012383,"BlackRock, Inc.",36,D,36,0,6,14,8,0,0,4,4,0,SKY,CIK,100
0000950157-25-000042,20250106,12/27/2024,SCHEDULE 13D,91576,KEYCORP /NEW/,493267108,9631,THE BANK OF NOVA SCOTIA,79,B,79,0,18,12,4,1,18,4,16,6,KEY,CIK,100
0000932471-25-000219,20250131,12/31/2024,SCHEDULE 13G/A,93389,Standard Motor Products Inc,853666105,102909,The Vanguard Group,28,D,28,0,2,9,12,0,0,1,4,0,SMP,CIK,100
0000935836-25-000087,20250124,12/31/2024,SCHEDULE 13G/A,94845,LEVI STRAUSS & CO,52736R102,1771089,Margaret E. Haas,31,D,31,0,2,14,10,0,0,1,4,0,LEVI,CIK,100
0000935836-25-000087,20250124,12/31/2024,SCHEDULE 13G/A,94845,LEVI STRAUSS & CO,52736R102,1771089,Margaret E. Haas Fund,15,D,15,0,2,6,2,0,0,1,4,0,LEVI,CIK,100
0000932471-25-000318,20250131,12/31/2024,SCHEDULE 13G/A,95029,Sturm Ruger & Co Inc,864159108,102909,The Vanguard Group,28,D,28,0,2,9,12,0,0,1,4,0,RGR,CIK,100
0000932471-25-000278,20250131,12/31/2024,SCHEDULE 13G,96536,Taylor Devices Inc,877163105,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,TAYD,CIK,100
0000950170-25-003893,20250110,01/07/2025,SCHEDULE 13D/A,96793,"SunLink Health Systems, Inc.",867370102,1137608,"Robert M. Thornton, Jr.",77,B,77,0,12,9,10,5,18,1,16,6,"""SSY""",CIK,100
0000932471-25-000266,20250131,12/31/2024,SCHEDULE 13G/A,97216,Terex Corp,880779103,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,TEX,CIK,100
0000932471-25-000271,20250131,12/31/2024,SCHEDULE 13G,98677,Tootsie Roll Industries Inc,890516107,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,TR,CIK,100
0001085146-25-000127,20250110,12/31/2024,SCHEDULE 13G/A,99302,TRANSCAT INC,893529107,1163744,Conestoga Capital Advisors,31,D,31,0,2,12,12,0,0,1,4,0,TRNS,CIK,100
0001085146-25-000127,20250110,12/31/2024,SCHEDULE 13G/A,99302,TRANSCAT INC,893529107,1163744,CONESTOGA FUNDS,15,D,15,0,2,6,2,0,0,1,4,0,TRNS,CIK,100
0002012383-25-000062,20250108,12/31/2024,SCHEDULE 13G,100493,"TYSON FOODS, INC.",902494103,2012383,"BlackRock, Inc.",34,D,34,0,6,12,8,0,0,4,4,0,TSN,CIK,100
0001437749-25-001116,20250114,01/09/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1377295,Weinzierl John A,72,B,72,0,12,14,10,1,18,1,16,0,USEG,CIK,100
0001437749-25-002085,20250129,01/27/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1903322,"Banner Oil & Gas, LLC",63,B,63,0,12,12,2,1,18,2,16,0,USEG,CIK,100
0001437749-25-002085,20250129,01/27/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1903542,"Woodford Petroleum, LLC",51,C,51,0,12,0,2,1,18,2,16,0,USEG,CIK,100
0001437749-25-002085,20250129,01/27/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1903543,"Sage Road Capital, LLC",65,B,65,0,12,14,2,1,18,2,16,0,USEG,CIK,100
0001437749-25-002085,20250129,01/27/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1903548,Batchelor Joshua Lane,73,B,73,0,12,14,10,1,18,2,16,0,USEG,CIK,100
0001437749-25-002085,20250129,01/27/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1903548,Benjamin A. Stamets,73,B,73,0,12,14,10,1,18,2,16,0,USEG,CIK,100
0001437749-25-002085,20250129,01/27/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1903548,"Sage Road Energy II, LP",55,C,55,0,12,0,6,1,18,2,16,0,USEG,CIK,100
0001437749-25-002085,20250129,01/27/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1903548,"SRC Management Company, LP",51,C,51,0,12,0,2,1,18,2,16,0,USEG,CIK,100
0001437749-25-001598,20250122,01/09/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1903570,"King Oil and Gas Company, Inc.",38,D,38,0,12,12,8,1,0,1,4,0,USEG,CIK,100
0001437749-25-001598,20250122,01/09/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1903570,Synergy Offshore LLC,38,D,38,0,12,12,8,1,0,1,4,0,USEG,CIK,100
0001437749-25-001598,20250122,01/09/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1903594,King Duane H,40,C,40,0,12,12,10,1,0,1,4,0,USEG,CIK,100
0001437749-25-001116,20250114,01/09/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,1940541,Katla Energy Holdings LLC,64,B,64,0,12,14,2,1,18,1,16,0,USEG,CIK,100
0001437749-25-001116,20250114,01/09/2025,SCHEDULE 13D/A,101594,US ENERGY CORP,911805307,2018711,"John Alfred Weinzierl 2020 Trust u/a November 10, 2020",62,B,62,0,12,12,2,1,18,1,16,0,USEG,CIK,100
0000932471-25-000259,20250131,12/31/2024,SCHEDULE 13G,102752,VSE Corp,918284100,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,VSEC,CIK,100
0000932471-25-000261,20250131,12/31/2024,SCHEDULE 13G/A,103730,Vishay Intertechnology Inc,928298108,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,VSH,CIK,100
0001140361-25-002729,20250131,12/31/2024,SCHEDULE 13G/A,104169,Walmart Inc.,931142103,1219112,Alice L. Walton,17,D,17,0,2,0,10,0,0,1,4,0,WMT,CIK,100
0001140361-25-002729,20250131,12/31/2024,SCHEDULE 13G/A,104169,Walmart Inc.,931142103,1219112,Jim C. Walton,17,D,17,0,2,0,10,0,0,1,4,0,WMT,CIK,100
0001140361-25-002729,20250131,12/31/2024,SCHEDULE 13G/A,104169,Walmart Inc.,931142103,1219112,John T. Walton Estate Trust,9,D,9,0,2,0,2,0,0,1,4,0,WMT,CIK,100
0001140361-25-002729,20250131,12/31/2024,SCHEDULE 13G/A,104169,Walmart Inc.,931142103,1219112,WALTON S ROBSON,17,D,17,0,2,0,10,0,0,1,4,0,WMT,CIK,100
0001214659-25-000127,20250103,12/20/2024,SCHEDULE 13D/A,105744,"NEW CONCEPT ENERGY, INC.",643611106,1267710,"MAY REALTY HOLDINGS, INC.",49,C,49,0,12,12,8,6,0,1,4,6,GBR,CIK,100
0001214659-25-000127,20250103,12/20/2024,SCHEDULE 13D/A,105744,"NEW CONCEPT ENERGY, INC.",643611106,1267710,REALTY ADVISORS INC,51,C,51,0,12,14,8,6,0,1,4,6,GBR,CIK,100
0001445546-25-000780,20250131,12/31/2024,SCHEDULE 13G,107687,"Winnebago Industries, Inc.",974637100,1184765,First Trust Advisors L.P.,32,D,32,0,6,6,12,0,0,4,4,0,WGO,CIK,100
0001445546-25-000780,20250131,12/31/2024,SCHEDULE 13G,107687,"Winnebago Industries, Inc.",974637100,1184765,First Trust Portfolios L.P.,22,D,22,0,6,6,2,0,0,4,4,0,WGO,CIK,100
0001445546-25-000780,20250131,12/31/2024,SCHEDULE 13G,107687,"Winnebago Industries, Inc.",974637100,1184765,The Charger Corporation,28,D,28,0,6,6,8,0,0,4,4,0,WGO,CIK,100
0000354204-25-000523,20250123,12/31/2024,SCHEDULE 13G/A,203596,WesBanco Inc,950810101,354204,Dimensional Fund Advisors LP,25,D,25,0,2,6,12,0,0,1,4,0,WSBC,CIK,100
0000932471-25-000045,20250108,12/31/2024,SCHEDULE 13G/A,215466,Coeur Mining Inc,192108504,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,CDE,CIK,100
0001027796-25-000007,20250130,12/31/2024,SCHEDULE 13G,216085,HAVERTY FURNITURE COMPANIES INC,419596101,1027796,PZENA INVESTMENT MANAGEMENT LLC,32,D,32,0,6,6,12,0,0,4,4,0,HVT,CIK,100
0000354204-25-000506,20250123,12/31/2024,SCHEDULE 13G/A,216085,Haverty Furniture Cos Inc,419596101,354204,Dimensional Fund Advisors LP,25,D,25,0,2,6,12,0,0,1,4,0,HVT,CIK,100
0001104659-25-007231,20250129,12/31/2024,SCHEDULE 13G/A,277135,"W.W. GRAINGER, INC.",384802104,1731111,Susan Slavik Williams,23,D,23,0,2,6,10,0,0,1,4,0,GWW,CIK,100
0002030533-25-000002,20250127,01/23/2025,SCHEDULE 13D/A,313364,MESA ROYALTY TRUST/TX,590660106,2030533,A. Gile & Co. LLC,48,C,48,0,12,12,12,1,0,1,10,0,MTR,CIK,100
0000950170-25-004658,20250113,10/31/2024,SCHEDULE 13G,314808,Valaris Ltd,G9460G101,1589122,Exor N.V.,22,D,22,0,6,6,2,0,0,4,4,0,VAL,CIK,100
0000950170-25-004658,20250113,10/31/2024,SCHEDULE 13G,314808,Valaris Ltd,G9460G101,1589122,Giovanni Agnelli B.V.,22,D,22,0,6,6,2,0,0,4,4,0,VAL,CIK,100
0000950170-25-004658,20250113,10/31/2024,SCHEDULE 13G,314808,Valaris Ltd,G9460G101,1589122,Lingotto Investment Management LLP,22,D,22,0,6,6,2,0,0,4,4,0,VAL,CIK,100
0000950170-25-004658,20250113,10/31/2024,SCHEDULE 13G,314808,Valaris Ltd,G9460G101,1589122,Lingotto Investment Management (UK) Limited,22,D,22,0,6,6,2,0,0,4,4,0,VAL,CIK,100
0000932471-25-000274,20250131,12/31/2024,SCHEDULE 13G/A,320121,Telos Corp,87969B101,102909,The Vanguard Group,19,D,19,0,2,0,12,0,0,1,4,0,TLS,CIK,100
0000932471-25-000151,20250130,12/31/2024,SCHEDULE 13G/A,320340,CoreCard Corp,45816D100,102909,The Vanguard Group,20,D,20,0,2,0,12,0,0,2,4,0,"""CCRD""",CIK,100
0000950170-25-008522,20250124,11/04/2024,SCHEDULE 13G,320340,CoreCard Corporation,45816D100,1792549,Collin McBirney,22,D,22,0,6,6,2,0,0,4,4,0,"""CCRD""",CIK,100
0000950170-25-009908,20250128,12/31/2024,SCHEDULE 13G/A,320340,CoreCard Corp,45816D100,1792549,Collin McBirney,4,D,10,-6,2,0,2,0,0,2,4,0,"""CCRD""",CIK,100
0000950170-25-008522,20250124,11/04/2024,SCHEDULE 13G,320340,CoreCard Corporation,45816D100,1792549,"Topline Capital Management, LLC",32,D,32,0,6,6,12,0,0,4,4,0,"""CCRD""",CIK,100
0000950170-25-009908,20250128,12/31/2024,SCHEDULE 13G/A,320340,CoreCard Corp,45816D100,1792549,"Topline Capital Management, LLC",14,D,20,-6,2,0,12,0,0,2,4,0,"""CCRD""",CIK,100
0000950170-25-008522,20250124,11/04/2024,SCHEDULE 13G,320340,CoreCard Corporation,45816D100,1792549,"Topline Capital Partners, LP",26,D,26,0,6,6,6,0,0,4,4,0,"""CCRD""",CIK,100
0000950170-25-009908,20250128,12/31/2024,SCHEDULE 13G/A,320340,CoreCard Corp,45816D100,1792549,"Topline Capital Partners, LP",8,D,14,-6,2,0,6,0,0,2,4,0,"""CCRD""",CIK,100
0001821268-25-000013,20250128,12/31/2024,SCHEDULE 13G,320340,CoreCard Corp,45816D100,883965,"WEITZ INVESTMENT MANAGEMENT, INC.",32,D,32,0,6,6,12,0,0,4,4,0,"""CCRD""",CIK,100
0000932471-25-000190,20250130,12/31/2024,SCHEDULE 13G/A,352825,L B Foster Co,350060109,102909,The Vanguard Group,20,D,20,0,2,0,12,0,0,2,4,0,FSTR,CIK,100
0000932471-25-000208,20250131,12/31/2024,SCHEDULE 13G,355948,Richardson Electronics Ltd/United States,763165107,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,RELL,CIK,100
0001729673-25-000002,20250115,12/31/2024,SCHEDULE 13G/A,355948,"RICHARDSON ELECTRONICS, LTD.",763165107,1729673,"DDD Partners, LLC",29,D,29,0,2,9,12,0,0,2,4,0,RELL,CIK,100
0000906304-25-000014,20250108,12/31/2024,SCHEDULE 13G,355948,"Richardson Electronics, Ltd.",763165107,906304,ROYCE & ASSOCIATES LP,38,D,38,0,6,12,12,0,0,4,4,0,RELL,CIK,100
0001161697-25-000060,20250121,01/21/2025,SCHEDULE 13D/A,704440,"KORU Medical Systems, Inc.",759910102,1567994,"Horton Capital Partners Fund, LP",71,B,71,0,12,12,6,6,18,1,16,0,KRMD,CIK,100
0001161697-25-000060,20250121,01/21/2025,SCHEDULE 13D/A,704440,"KORU Medical Systems, Inc.",759910102,1575443,"Horton Capital Partners, LLC",73,B,73,0,12,12,8,6,18,1,16,0,KRMD,CIK,100
0001161697-25-000060,20250121,01/21/2025,SCHEDULE 13D/A,704440,"KORU Medical Systems, Inc.",759910102,1575444,"Horton Capital Management, LLC",77,B,77,0,12,12,12,6,18,1,16,0,KRMD,CIK,100
0001161697-25-000060,20250121,01/21/2025,SCHEDULE 13D/A,704440,"KORU Medical Systems, Inc.",759910102,1664091,"Joseph M. Manko, Jr.",75,B,75,0,12,12,10,6,18,1,16,0,KRMD,CIK,100
0001740837-25-000003,20250114,12/31/2024,SCHEDULE 13G/A,704562,"Avid Bioservices, Inc.",05368M106,1740837,"AltraVue Capital, LLC",26,D,26,0,2,6,12,0,0,2,4,0,"""CDMO""",CIK,100
0000315066-25-000036,20250108,12/31/2024,SCHEDULE 13G/A,706698,UTAH MEDICAL PRODUCTS INC,917488108,315066,Abigail P. Johnson,17,D,17,0,2,0,10,0,0,1,4,0,UTMD,CIK,100
0000315066-25-000036,20250108,12/31/2024,SCHEDULE 13G/A,706698,UTAH MEDICAL PRODUCTS INC,917488108,315066,FMR LLC,15,D,15,0,2,0,8,0,0,1,4,0,UTMD,CIK,100
0001897612-25-000005,20250108,12/31/2024,SCHEDULE 13G/A,708821,PAR TECHNOLOGY CORP/DEL,698884103,1897612,"T. Rowe Price Investment Management, Inc.",31,D,31,0,2,12,12,0,0,1,4,0,PAR,CIK,100
0000950170-25-003093,20250107,01/03/2025,SCHEDULE 13D/A,709283,QUANTUM CORP /DE/,747906501,1163368,Pacific Investment Management Company LLC,34,D,34,0,12,14,2,1,0,1,4,0,QMCO,CIK,100
0000902664-25-000053,20250106,12/27/2024,SCHEDULE 13D,709283,QUANTUM CORP /DE/,747906600,1179468,Kevin Genda,75,B,75,0,18,9,2,2,18,4,16,6,QMCO,CIK,100
0000902664-25-000053,20250106,12/27/2024,SCHEDULE 13D,709283,QUANTUM CORP /DE/,747906600,2050998,Blue Torch Capital LP,75,B,75,0,18,9,2,2,18,4,16,6,QMCO,CIK,100
0000932471-25-000250,20250131,12/31/2024,SCHEDULE 13G/A,709283,Quantum Corp,747906600,102909,The Vanguard Group,20,D,20,0,2,0,12,0,0,2,4,0,QMCO,CIK,100
0001890906-25-000028,20250114,12/31/2024,SCHEDULE 13G/A,712034,ACCO Brands Corp,00081T108,1890906,"Allspring Global Investments Holdings, LLC",22,D,22,0,2,6,8,0,0,2,4,0,ACCO,CIK,100
0001493152-25-000323,20250103,01/02/2025,SCHEDULE 13D/A,715446,Anixa Biosciences Inc,03528H109,1191905,Amit Kumar,42,C,42,0,12,14,10,1,0,1,4,0,ANIX,CIK,100
0001172661-25-000216,20250116,09/30/2024,SCHEDULE 13G/A,715787,INTERFACE INC,458665304,1216488,"FRONTIER CAPITAL MANAGEMENT CO.,LLC",19,D,19,0,2,0,12,0,0,1,4,0,TILE,CIK,100
0002012383-25-000335,20250131,12/31/2024,SCHEDULE 13G/A,715957,"DOMINION ENERGY, INC",25746U109,2012383,"BlackRock, Inc.",24,D,24,0,2,9,8,0,0,1,4,0,D,CIK,100
0000354204-25-000519,20250123,12/31/2024,SCHEDULE 13G,717954,UniFirst Corp/MA,904708104,354204,Dimensional Fund Advisors LP,32,D,32,0,6,6,12,0,0,4,4,0,UNF,CIK,100
0000354204-25-000507,20250123,12/31/2024,SCHEDULE 13G/A,719413,Hecla Mining Co,422704106,354204,Dimensional Fund Advisors LP,19,D,19,0,2,0,12,0,0,1,4,0,HL,CIK,100
0000906304-25-000018,20250128,12/31/2024,SCHEDULE 13G/A,720500,"Amtech Systems, Inc.",032332504,906304,ROYCE & ASSOCIATES LP,31,D,31,0,2,12,12,0,0,1,4,0,ASYS,CIK,100
0001085146-25-000128,20250110,12/31/2024,SCHEDULE 13G/A,724004,MESA LABORATORIES INC /CO/,59064R109,1163744,Conestoga Capital Advisors,31,D,31,0,2,12,12,0,0,1,4,0,MLAB,CIK,100
0001085146-25-000128,20250110,12/31/2024,SCHEDULE 13G/A,724004,MESA LABORATORIES INC /CO/,59064R109,1163744,CONESTOGA FUNDS,18,D,18,0,2,9,2,0,0,1,4,0,MLAB,CIK,100
0000906304-25-000031,20250128,12/31/2024,SCHEDULE 13G/A,724004,"Mesa Laboratories, Inc.",59064R109,906304,ROYCE & ASSOCIATES LP,25,D,25,0,2,6,12,0,0,1,4,0,MLAB,CIK,100
0001941040-25-000006,20250107,12/31/2024,SCHEDULE 13G/A,727207,"Accelerate Diagnostics, Inc.",00430H201,883803,"Griffin Asset Management, LLC",20,D,20,0,2,0,12,0,0,2,4,0,"""AXDX""",CIK,100
0000354204-25-000468,20250123,12/31/2024,SCHEDULE 13G/A,730464,Adtalem Global Education Inc,00737L103,354204,Dimensional Fund Advisors LP,25,D,25,0,2,6,12,0,0,1,4,0,ATGE,CIK,100
0001420506-25-000012,20250108,12/31/2024,SCHEDULE 13G/A,732026,Trio-Tech International,896712205,1559603,Daniel Zeff,24,D,24,0,2,6,10,0,0,2,4,0,TRT,CIK,100
0001420506-25-000012,20250108,12/31/2024,SCHEDULE 13G/A,732026,Trio-Tech International,896712205,1559603,"Zeff Capital, LP",20,D,20,0,2,6,6,0,0,2,4,0,TRT,CIK,100
0001420506-25-000012,20250108,12/31/2024,SCHEDULE 13G/A,732026,Trio-Tech International,896712205,1559603,"Zeff Holding Company, LLC",16,D,16,0,2,6,2,0,0,2,4,0,TRT,CIK,100
0000932471-25-000198,20250130,12/31/2024,SCHEDULE 13G/A,733269,LiveRamp Holdings Inc,53815P108,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,RAMP,CIK,100
0000354204-25-000501,20250123,12/31/2024,SCHEDULE 13G,740663,First of Long Island Corp/The,320734106,354204,Dimensional Fund Advisors LP,32,D,32,0,6,6,12,0,0,4,4,0,"""FLIC""",CIK,100
0001535610-25-000024,20250103,12/31/2024,SCHEDULE 13G,744452,APPLIED DNA SCIENCES INC,03815U409,1535610,HAL MINTZ,33,D,33,0,6,9,10,0,0,4,4,0,BNBX,CIK,100
0001535610-25-000024,20250103,12/31/2024,SCHEDULE 13G,744452,APPLIED DNA SCIENCES INC,03815U409,1535610,"SABBY MANAGEMENT, LLC",25,D,25,0,6,9,2,0,0,4,4,0,BNBX,CIK,100
0001535610-25-000024,20250103,12/31/2024,SCHEDULE 13G,744452,APPLIED DNA SCIENCES INC,03815U409,1535610,SABBY VOLATILITY WARRANT MASTER FUND LTD,28,D,28,0,6,12,2,0,0,4,4,0,BNBX,CIK,100
0001437749-25-000243,20250103,01/01/2025,SCHEDULE 13D/A,744825,AMERICAN SHARED HOSPITAL SERVICES,029595105,1609580,"RCS Investments, Inc.",60,B,60,0,12,0,8,5,18,1,16,0,AMS,CIK,100
0001437749-25-000243,20250103,01/01/2025,SCHEDULE 13D/A,744825,AMERICAN SHARED HOSPITAL SERVICES,029595105,1609580,"Stachowiak Equity Fund, LLC",66,B,66,0,12,12,2,5,18,1,16,0,AMS,CIK,100
